SrNo,Name,RegNo,State,City,Address,PIN,SectorWorking
2,360 Gotriya Khatik Samaj Kalyan Samiti,07/33/01/05223/04,Madhya Pradesh, Ujjain ,"02 Khatik Samaj Dhramshala Evam Chatrawas Nagar, Near Kot Mata Temple, Fazalpura",,"Art & Culture,Education & Literacy,Women's Development & Empowerment,Youth Affairs,Any Other,Skill Development,Labour & Employment"
3,3S Security Services,879 ,Madhya Pradesh, Indore ,"01,Panda Road,Near Hotel Mashal,Tehsil-Rau,District-Indore (Madhyapradesh)",,"Labour & Employment,Vocational Training,Any Other"
4,A Commn Man For Information And Action Samiti,01/01/01/22542/10,Madhya Pradesh, Bhopal ,66 Jain Mandir Road Mangalwara Bhopal,,NaN
5,A Ray To Hope Foundation,05/22/03/14543/18,Madhya Pradesh, Rewa ,"23/445, Arjun Nagar, Rewa",,"Education & Literacy,Children,Differently Abled,Health & Family Welfare,Nutrition,Water Resources,Women's Development & Empowerment"
6,A Sociel Welfare Soicety  Nurture Equality Education And Vision,03/27/03/17305/14,Madhya Pradesh, Indore ,Correspondence Address:- 401-F Vijaya Apartment779/1 Manishpuri Saket Indore -452001 Mp India,452001,"Art & Culture,Children,Civic Issues,Education & Literacy,Human Rights,Information & Communication Technology,Labour & Employment,Minority Issues,Urban Development & Poverty Alleviation,Vocational Training,Youth Affairs"
7,A To Z Education Society,04/18/01/13996/11,Madhya Pradesh, Seoni ,"Mandla Road, Kabeer Ward 06Dundaseoni Seoni",,"Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,Minority Issues,Nutrition,Rural Development & Poverty Alleviation,Science & Technology,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other"
8,A V S Shiksha Evam Samajotthan Samiti,06/09/10/09518/13,Madhya Pradesh, Sagar ,Naya Bazar Malthon,,NaN
9,Aabhas Kala Sewa Samiti,IND/3025/97,Madhya Pradesh, Indore ,"Artys, 148 Teja Ji Nagar Kasturbagram Khandwa Road Indore ",,Aged/Elderly
10,Aacharya Guruvar Vidhyasagar Organization For Educational Ar&D,06/13/01/12921/19,Madhya Pradesh, Tikamgarh ,"28 1 13, Mahaveer Vihar Colony, Kunwarpura Darwaja, Tikamgarh",,NaN
1,Aadhar Bahuuddeshiya Seva Sanstha,F-3334/77,Lakshadweep, Ujjain ,"Mumbai -400065, Maharashtra Rajya, Bharat.",400065,Water Resources
2,Dr.Koya Memorial Charitable & Educational Trust,359/4,Lakshadweep, Kavarathi ,"Darussalam,(Dr Koya Bhavan) Kavarathi Island, Lakshadweep",,"Agriculture,Art & Culture,Children,Civic Issues,Dalit Upliftment,Education & Literacy,Aged/Elderly,Food Processing,Housing,Micro Small & Medium Enterprises,Minority Issues,Rural Development & Poverty Alleviation,Sports,Tourism,Women's Development & Empowerment,Youth Affairs"
3,Jan Shikshan Sansthan Lakshadweep,S/R682/2022,Lakshadweep, Kavaratti ," Jan Shikshan Sansthan Lakshadweepward No.11 ,Near Secretariat And Lord Shiva Temple,Kavaratti Village,Kavaratti P Out Of Lakshdweeppin 682555",682555,Skill Development
4,Jan Shikshan Sansthan Lakshadweep,S/R682/2022,Lakshadweep, Kavaratti ,Jan Shikshan Sansthan Lakshadweepnear Secretariatkavarati Pout Of Lakshadweep,,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Differently Abled,Disaster Management,Education & Literacy,Food Processing,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Land Resources,Micro Finance (SHGs),Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs"
5,Swarna Dhara Charitable Welfare Society,S0007783 OF 2019-2020,Lakshadweep, Jnjhoj ,"Jhghjmm,Kjhl,Ljh",,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,Housing,Labour & Employment,Water Resources,Women's Development & Empowerment,Any Other,Skill Development,Human Rights,Information & Communication Technology,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Rural Development & Poverty Alleviation,Science & Technology,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Youth Affairs"
6,Thanal Charitable Organization,557/2009,Lakshadweep, Kavaratti ,"Thanal Charitable Organization,Kavaratti Island,Ut Of Lakshadweeppin:682555",682555,"Aged/Elderly,Children,Health & Family Welfare,Legal Awareness & Aid,Labour & Employment,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,New & Renewable Energy,Vocational Training,Water Resources,Women's Development & Empowerment"
7,Wake Up Lak Welfare Society,EKM/TC/207/2021,Lakshadweep, Kochi ,"Door No: Ews-726,Maveli Road, Kadavanthra Po, Near Suppluyco, Elamkulam Village, Kochi 682020",682020,"Agriculture,Civic Issues,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Tourism,Skill Development"
1, Shri Raghavendra Swami Seva Samiti,GNO/SNO.261/98-99,Karnataka, Belagavi ,"Cts No 7286, Anjaneya Nagar, Malamaruti Badavane, Belagavi 590015",590015,NaN
2,1008 Bhagwan Shri Mahaveer Jain Minority Charitable Trust (R),MUD-4-00029-2015-16 CD MUDD165,Karnataka, Muddebihal ,Alamatti Roadmuddebihal-586212,586212,NaN
3,1M1B Foundation,U93000KA2012NPL065554,Karnataka, Bangalore ,"No. 29, Baron House, 3Rd Floor 80 Ft Road,, Kormangala 4Th Block Bangalore, Bangalore, Bangalore, Karnataka, India, 560034",560034,"Education & Literacy,Labour & Employment,Micro Small & Medium Enterprises,Vocational Training,Skill Development"
4,6Ty Plus Foundation,RJN-4-00411-2015-16,Karnataka, Bengaluru ,"No. Lr-39, 2Nd Cross, Lig Row Houses, Nandini Layout",,NaN
5,A Dharma Sastha Foundation ,INR-4-00009-2020-21,Karnataka, Bangalore ,No 51 19Th Cross Lakshmipuram Halasuru Bangalore North,,"Children,Education & Literacy,Aged/Elderly,Women's Development & Empowerment"
6,A G N Foundation,400270,Karnataka, Bangalore ,No 1445 Vajras No 6 South End A Cross 28Th Main Jayanagar 9Th Block ,,NaN
7,A H Memorial Educational Trust,150/80-81,Karnataka, Bangalore ,"Ca Site 7P 1A, Presidency School, 2Nd A Main, 3Rd A, Cross, East Of N.G.E.F Layout, Kasturinagar, Bengaluru, Karnataka 560043",560043,"Education & Literacy,Vocational Training,Any Other"
8,A Hundred Hands ,IN KA275887416941221,Karnataka, Bangalore  ,4 Ashley Roadoff Mg Roadbangalore 560025,560025,"Art & Culture,Differently Abled,Rural Development & Poverty Alleviation,Tourism,Tribal Affairs,Vocational Training"
9,A Little Change,485,Karnataka, Koramangala ,"No.31, 3Rd Floor, A Main, Jakkasandra Extn, Koramangala, 1St Blockbengaluru560034 ",560034,"Art & Culture,Children,Education & Literacy,Skill Development"
10,A One Educational Welfare Trust,BNG(U)BSKJ 136/2011-12,"U)Bskj 136/2011-12, Bangalore (Karnataka", Bangalore ,"No: 117, 6Th Main Road, 6Th Cross, Near Quba Masjid, Yarab Nagar, Banashankari, Bangalore560070",560070,NaN
1,Abchee Gonpa Tsogspa,103-UTL,Ladakh, Leh ,R/O Hanu Yokma P/O Khaltsi Leh U T Ladakhoffice Located At Hanu Yokma Zamchung Complex ,,Any Other
2,All Ladakh Youth Coordination Committee, 159/K/2015,Ladakh, Kargil ,Chochot Yokma Near Imam Bargah Chochot Leh Ladakh 194101,194101,"Any Other,Health & Family Welfare,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Drinking Water,Education & Literacy,Environment & Forests,HIV/AIDS,Human Rights,Labour & Employment,Minority Issues,Nutrition,Panchayati Raj,Rural Development & Poverty Alleviation,Sports,Tourism,Women's Development & Empowerment"
3,All Zangskar Gonpa Association,1700-S of 1990,Ladakh, Kargil ,"All Zangskar Gonpa Association, Duzing Photang, Maniringmo Padum Zanskarkargil (J",,NaN
4,Anjuman Imamia Leh Town,6052-S,Ladakh, Leh ,Main Bazar Leh,,"Art & Culture,Children,Civic Issues,Disaster Management,Education & Literacy,Food Processing,Health & Family Welfare,Human Rights,Land Resources,Panchayati Raj"
5,Arts Cultural And Educational Society,4945-S,Ladakh, Kargil ,Changra Garkone,,NaN
6,Association For Medicine Education And Development Amed Zanaskar,6581-S OF 2014,Ladakh, Kargil ,"Rainbow School Nerok Zanskar Nearby Govt, Degree College Zanskar,Distt. Kargil Ut Ladakh India 194302",194302,Education & Literacy
7,Az-Zahra (S) Orphanage Islamia School Kargil ,6390/S/13,Ladakh, Kargil ,"Near Kargil Filling Station, Kurbathang Kargilladakh (194103)",194103,"Children,Education & Literacy,Any Other,Rural Development & Poverty Alleviation"
8,"Bardan Cultural And Welfare Society, Bardan Gonpa",1341-S of 1987,Ladakh, Kargil ,"Bardan Gonpa, Zanskar, District Kargil( J",,NaN
9,Bodicharyavatar Society,3015,Ladakh, Leh ,Skidmang Changthangleh Ladakh,,Education & Literacy
10,Border Area Development Organisation Kargil,3407- S,Ladakh, Kargil ,Akwoou Complex Main Road Poyen Kargil Jammu And Kashmir 194103,194103,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,Housing,Information & Communication Technology,Land Resources,Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other"
1,A I  I T V T Trust,178/2021,Uttarakhand, Roorkee ,"Village Akbarpur Dhadhkee, Post Manglour Town Roorkee",,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs"
2,A Pro Edu And Welfare Society,230/2016-2017,Uttarakhand, Dehradun ,"Vijay Vihar, Post Office Road, Clementown",,"Education & Literacy,Environment & Forests,Rural Development & Poverty Alleviation,Women's Development & Empowerment"
3,Aa Foundation,No. 216 of 2018 listed in Book,Uttarakhand, Dehradun ,"C-104, Race Course",,"Children,Education & Literacy"
4,Aachal Parvtiy Sastha,UK06608112020005218,Uttarakhand, Kaladhungi ,Ward N0 06 Mangolla Dharakaladhungi Nainital,,"Drinking Water,Women's Development & Empowerment"
5,Aadarsh Baby Vidhyalya Samiti,148/1995-1996,Uttarakhand, Jaspur ,"Mo.-Bhoop Singhnear Shakko Wali Masjidjaspur, Udham Singh Nagar (Uttarakhand)244712",244712,Education & Literacy
6,Aadhaar Samajik Vikas Samiti,78/2014-15,Uttarakhand, Dehradun ,"75 A Friends Plaza, Rajpur Road, 2Nd Floor Dehradun",,"Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Micro Finance (SHGs),Right to Information & Advocacy,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Water Resources,Women's Development & Empowerment,Labour & Employment,Minority Issues,Prisoner's Issues,Information & Communication Technology,Agriculture,Art & Culture,Dalit Upliftment,Micro Small & Medium Enterprises,New & Renewable Energy,Tribal Affairs"
7,Aadhar Sanstha,390/2003,Uttarakhand, Dehradun ,"Line Jeevangarh, Resham Farm, Vikasnagar,Dehradun, 248198",248198,"Agriculture,Health & Family Welfare,Labour & Employment,Micro Finance (SHGs),Rural Development & Poverty Alleviation"
8,Aadhunik Shiksha Samiti,087/2016-2017,Uttarakhand, Jaspur ,"Aadhunik Shiksha Samiti Mohalla Gujratiyan, Post Jaspur, ",,NaN
9,Aadi Aatma Mission,233/2001-2002,Uttarakhand, Haridwar ,"Aadi Atma Mission, Satsang Bhawan, Guru Gaddi V Po, Daulatpur, Haridwar",,Any Other
10,Aadidev Mahadev Sewa Trust Haridwar,AAJTA0576GE20214,Uttarakhand, Bahadrabad ,"House No-386, Plot No-14, Radhika Puram Colony, Dadupur Govindpur, Tehsil And Haridwar.",,NaN
1,Kandratikuri Wood Craft Welfare Society,S/1/L/73031,West Bengal, Burdwan ,"Vill-Kandratikuri, Po- Damuri, Ps- Bud Bud, Dist- Burdwan (Purba) West Bengal Pin- 713403",713403,"Agriculture,Children,Drinking Water,Education & Literacy,Health & Family Welfare,Human Rights,Legal Awareness & Aid,Micro Finance (SHGs),Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Any Other"
2, Barrackpore Diocesan Board Of Social Services,S/1L/27538 OF 2004-2005,West Bengal, Barrackpore ,"86, Middle Road, Barrackpore",,"Education & Literacy,Health & Family Welfare,Nutrition,Aged/Elderly"
3,Oldchild Foundation,U85300WB2020NPL242131,West Bengal, Bardhaman ,"1001, Sahimohalla, Kendwa Road, Po-Kulti, Asansol, P. Burdwan, Bardhaman, Bardhaman, West Bengal, India, 713343",713343,Health & Family Welfare
4, St Peters Vocational Training Centre,S/2L/41116 OF 2015-2016,West Bengal, Kolkata ,"Kulpi Road, P.O And P.S Baruipur,",,Education & Literacy
5,''Sita'' Jain Memorial Trust,190302101,West Bengal, Kolkata ,"14/2B , Nirode Behari Mullick Road, Kolkata700006",700006,Children
6,'Help Us Help Them,S/1L/30123,West Bengal, Kolkata ,9/3B Gariahat Road,,"Children,Education & Literacy"
7,1 No. Nutan Fulia Swapno Welfare Society,S/2L/11554,West Bengal, Santipur ,"Vill.- 1 No Nutan Fulia,P.O.- 2 No Nutan Fulia,P.S.- Santipur,Dist.- Nadia,West Bengal,Pin-741402",741402,"Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Human Rights"
8,10 D Educational Development Trust,IV-01541/13,West Bengal, Joynagar ,"257, N.S.B Road , Po- Joynagar Majilpurps- Joynagar ",,"Education & Literacy,Information & Communication Technology,Rural Development & Poverty Alleviation,Vocational Training,Water Resources,Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Any Other"
9,10 D Welfare And Development Trust,IV-00224 OF 2009,West Bengal, Baruipur ,"Sitakundu Main Road, Solgolia, Ataghara,Madarat, Baruipur, Kolkata 700144",700144,"Education & Literacy,Information & Communication Technology,Micro Small & Medium Enterprises,New & Renewable Energy,Panchayati Raj,Science & Technology,Vocational Training,Water Resources,Youth Affairs,Any Other"
10,10 D Welfare Trust,IV-00600-2013 SERIAL NO 03798 ,West Bengal, Ashokenagar ,"Vill Manik Nagar, Po- Maniktala, Ps- Ashokenagar",,"Education & Literacy,Health & Family Welfare,Labour & Employment,Micro Small & Medium Enterprises,Vocational Training,Skill Development"
1,'K.S.Abdullah Educational Trust,138/IV/1993,Kerala, Kasaragod ,Kasaragod Muslim Welfare Associationmalik Deenar Charitable Hospitalkasaragod Districtkeralapin 671122,671122,NaN
2,4Dxi Foundation,U93090KL2018NPL055362,Kerala, Ernakulam ,"Venus Arcade,Kaniyapilly Road,Chakkaraparambu, Vennala, ",,Education & Literacy
3,A K Cherian Memorial Charitable Soceity,P/469/2010,Kerala, Malakkara ,St.Thomas Hospital Buildingmalakkarapathanamthitta (Quilon)Kerala,,Any Other
4,A K G Smaraka Vayanasala And Grandhalayam Paz,234/1979,Kerala, Payangadi ,Near Rly Stationp O Payangadi R S,,Education & Literacy
5,A Kg Smaraka Vayanasala & Grandhalayam Cheruvathalamotta,484/2005,Kerala, Cheruvathalamotta ,"Cheruvathalamotta ,(Po) Chattukapara,Kannur",,NaN
6,A M Ebrahim Sahib Memorial Library,07MPA4836,Kerala, Muvattupuzha ,A M Ebrahim Sahib Memmorial Library Paipra Manary P O Muvattupuzha,,NaN
7,A N P Nair Memorial Educational Trust,41/1992,Kerala, Mavelikara ,A N P Nair Memorial Educational Trustchettikulangara Chettikulangara P O Mavelikaraalappuzhakerala -690106,690106,"Education & Literacy,Education & Literacy"
8,A V Kunhambu Smaraka Vayanasala And Grandhalayalam,592/2003,Kerala, Thalassery ,"Thirumeni Po, Thirumeni, Cherupuzha Via, Kannur District, Kerala",,NaN
9,A1 Poor Fund Foundation Of India,ER 324/85,Kerala, Punalal ,"Cross Complex, Punalal P.O., Thiruvananthapuram695 575",,"Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Civic Issues,Dalit Upliftment,Disaster Management,Education & Literacy,Aged/Elderly,Health & Family Welfare,Human Rights,Legal Awareness & Aid,Minority Issues,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other"
10,Aaliyah Health And Educational Foundation,422/2008,Kerala, Kollam ,"Thenguvila House, Cherukulam P.O., Anchal, Kollam District, Kerala-691306",691306,NaN
1, Rural Development And Prosperity Initiative Society,FAI/14273/2021-2022,Uttar Pradesh, Ayodhya ,"Vill Post Gokula, Tehsil Milkipur, District Ayodhya Up",,"Art & Culture,Children,Civic Issues,Education & Literacy,Environment & Forests,Information & Communication Technology,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Urban Development & Poverty Alleviation,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,Skill Development"
