S.No.,State,District,Organization Name,Email,Address,Phone No.,Schemes Enrolled,Authorized Person
193, Madhya Pradesh ,Ujjain											,Nagda Zenith Social welfare Society,snehnagda@gmail.com,"
												3/10, Adarsh Gandhi Gram ColonyNagda Jn, Nagda - 456335   
											", 9981582726 ,"
												Badhte Kadam,Disha,Vikaas,Sahyogi,Prerna												 												Niramaya											",Er. Pankaj Maru
194, Madhya Pradesh ,Betul											,Jainarayan Sarvodaya Vidyalaya Samiti,jaynarayan_btl@rediffmail.com,"
												24, Village KarajgaonPost Office Rondha, BETUL - 460001   
											", 9406535112 ,"
												Disha,Gharaunda,Vikaas,Badhte Kadam,Sahyogi																																			",AVANEESH PATANKAR
195, Madhya Pradesh ,Datia											,DIVYANG PUNARWAS SIKCHAN AND PRASHICHAN SANSTHAN,ambujtiwari110@gmail.com,"
												WARD-34, BEHIND DATIA STATIONDINARA ROAD DATIA, DATIA - 475661   
											", 9424723750 ,"
																																															",CHANDA TRIPATHI
196, Madhya Pradesh ,Ratlam											,SARTHI RATLAM Run By LAKHDATAR FOUNDATION,lakhdatarfoundation@gmail.com,"
												A-114, Jawahar NagarBehind Ram Mandir, RATLAM - 457001   
											", 9981479661 ,"
																																															",Swati Solanki
197, Madhya Pradesh ,Sagar											,LIFE LINE SERVICE SOCIETY,llss_tip@rediffmail.com,"
												10, Tili Tigadda Roadbehind of  Post Matric Residential School Behind Tilli Ward Sagar, SAGAR - 470002   
											", 9827141504 ,"
												Badhte Kadam,Disha,Gharaunda,Sahyogi,Vikaas,Samarth																																			",PREETI YADAV
198, Madhya Pradesh ,Indore											,NISHAKT JAN AADHAR WELFARE SOCIETY,njawsociety@gmail.com,"
												1-A, SANGAM NAGAR iNDORENEAR SCHEME NO 51POLICE CHOWKI, INDORE - 452006   
											", 9977505183 ,"
												Gharaunda												 												Niramaya											",DEEPAK PHADNIS
199, Madhya Pradesh ,Bhopal											,SOS CHILDRENS VILLAGES  KHAJURI KALAN INDIA,deepak.saxena@soscvindia.org,"
												PB 27, AMJHARA ROAD, NEAR RAISEN HOSHANGABADBYE PAAS ROAD, KHAJURI KALAN, BHOPAL - 462022   
											", 7389924401 ,"
																																															",MR DEEPAK SAXENA
200, Madhya Pradesh ,Satna											,SAMUDAIK KALYAN SAMITY,SKSSTATE@GMAIL.COM,"
												629, SATNANEAR KAUSHAL VIKAS KENDRA CIVIL LINE, SATNA - 485001   
											", 9174525354 ,"
																								 												Niramaya											",SHOBHA SINGH
"
																								",,,,,,,,
 Page 20 of 55 ( 542 records ) ,,,,,,,,
201, Madhya Pradesh ,Jabalpur											,Justice Tankha Memorial Rotary Institute For Special Children,jabalpur.jtmri@gmail.com,"
												H. No. 101, PachpediLohiapull, Jabalpur - 482001   
											", 9424309352 ,"
																																															",Baldeep Maini
202, Madhya Pradesh ,Jabalpur											,"Disable Persons (Mr, Cp, Autism, Md) Parents Association",abhaydubeyjbp@gmail.com,"
												131, Indrapuri ColonyGwarighat Road, Jabalpur, Jabalpur - 482008   
											", 9425150672 ,"
																								 												Niramaya											",Abhay Kumar Dubey
203, Madhya Pradesh ,Singrauli											,ADARSH VIKLANG SEVA SANGH,viklangseva@gmail.com,"
												shop 77 chunkumari stadium, Ward 40 adarsh wardWAIDHAN, SINGRAULI MP - 486886   
											", 9424348178 ,"
												Vikaas,Gharaunda												 												Niramaya											",SHAILESH KUMAR MISHRA
204, Madhya Pradesh ,Betul											,Navodit Gram Utthan Mahila Evam Bal Vikas Samiti,ngumbv@rediffmail.com,"
												00, Vill  Post BatkidohChopna, Betul - 460440   
											", 8889006751 ,"
												Disha,Gharaunda,Vikaas,Badhte Kadam,Samarth																																			",Shantiranjan Sikdar
205, Madhya Pradesh ,Ujjain											,Madhya Pradesh Viklang Sahayata Samiti,mpvss10@gmail.com,"
												51, ChandessaryChandessara, Ujjain - 456664   
											", 9425332740 ,"
												Vikaas,Disha												 												Niramaya											",Fr. George
206, Madhya Pradesh ,Bhind											,Mahila Bal Vikas Samiti,mbvs_45@rediffmail.com,"
												11/451, VikarampuraBTI Road, Bhind - 477001   
											", 9425794650 ,"
												Disha,Vikaas,Badhte Kadam,Gharaunda												 												Niramaya											",Shivbhan Singh Rathour
207, Madhya Pradesh ,Rewa											,Raj Rani Sewa Evam Shikshan Prashikshan Sansthan And Social Welfare Society,rsespsandsocialwelfare@gmail.com,"
												34, vill. kashihai post. barihardi ward no. 2 po- Baikunthpur,  Branch offIce-chhatrapati nagar,wtahasil-sirmaur  and teh-hujur, Rewa/  Satna - 486441   
											", 8934092201 ,"
												Disha,Vikaas,Sahyogi,Gharaunda,Badhte Kadam																																			",Sanjay singh
208, Madhya Pradesh ,Indore											,Anand Service Society,anandservicesociety@gmail.com,"
												EK133 scheme No. 54, Vijay NagarNear KK College, Indore - 452010   
											", 9425053971 ,"
																																															",Gyanendra Purohit
209, Madhya Pradesh ,Chhindwara											,AADHAR FOUNDATION,aadhar.foundation@rediffmail.com,"
												48 Panchwati Ward, Opp. MP 28 Dhaba,  Parasia RoadPanchwati Ward no 48, Poama,, Chhindwara - 480001   
											", 8989173581 ,"
												Disha,Vikaas,Gharaunda,Sahyogi,Badhte Kadam,Samarth																																			",ER. Mahesh Kinth
210, Madhya Pradesh ,Sagar											,ANJANI JAN KALYAN SANSTHAN SAMITI BINA,anjanijankalyan@gmail.com,"
												325, Aagasod RoudAugshod roud, Bina - 470113   
											", 9981330835 ,"
												Samarth																																			",NANDRAM KUSWAHA
"
																								",,,,,,,,
 Page 21 of 55 ( 542 records ) ,,,,,,,,
211, Madhya Pradesh ,Guna											,MAN-Mental Health Awareness  Networking,manspecialschool@rediffmail.com,"
												B1-B2, GREEN PARK  COLONY, BHULLANPURA BYPASSGuna, Guna - 473001   
											", 9827389872 ,"
																								 												Niramaya											",sangeeta singh
212, Madhya Pradesh ,Barwani											,Ashagram Trust,ashagram_trust@rediffmail.com,"
												District BarwaniMadhya Pradesh, Barwani - 451551   
											", 7693073035 ,"
																																															",Dr. S.N. Yadav
213, Madhya Pradesh ,Sagar											,SARV SHRI MAA NARMADA SHIKSHA AVM JAN KALYAN SEVA SAMITI,ssmnsajkss786@gmail.com,"
												62, BAZAR WARD DEORINEAR BESIK SCHOOL, DEORI - 470226   
											", 9893403841 ,"
												Gharaunda,Disha,Samarth,Vikaas,Disha																																			",MAYANK DUBEY
214, Madhya Pradesh ,Ujjain											,Ujjaini Senior Citizens Forum (USCF),sewadham24@gmail.com,"
												104, Durga Plaza, Dewas RoadFreeganj, Ujjain, Ujjain - 456010   
											", 9425092505 ,"
																																															",Sudhir Bhai Goyal
215, Madhya Pradesh ,Bhind											,FAMOUS  MAHILA KALYAN SAMITI,Fmks.bhind@gmail.com,"
												48 WARD NO 14, HOUSING COLONY BEHIND KUSUM BAI COLLEGE BHINDBHIND, BHIND - 477001   
											", 9575274575 ,"
																																															",AKBAR KHAN
216, Madhya Pradesh ,Bhopal											,Nidaan Sewa Samiti,pmohandas63@gmail.com,"
												B-291, B-291, SHAHPURA, B-SECTOR,NEAR SADANA SURGICAL, BHOPAL - 462039   
											", 9826934500 ,"
																																															",KALA MOHAN
217, Madhya Pradesh ,Ratlam											,Bargarh Mahavir Yuvak Mandal Samiti,bmyms@rediffmail.com,"
												178/1, Ahrihaant colony AloteHP Petrol Pump, Ratlam - 457114   
											", 9753768150 ,"
												Vikaas																																			",Yogendranarayan Mandaloi
218, Madhya Pradesh ,Rewa											,Sneh Mand Buddhi Avam Mook Badhir School Unit Of Sneh Shikshan Avam Manav Seva Sansthan,snehshikshan@gmail.com,"
												H NO 885, GALI NO 2BEHIND KIRTI KRANTI PRESS, REWA - 486001   
											", 9755412191 ,"
												Disha																																			",RAM SEWAK SAHU
219, Madhya Pradesh ,Vidisha											,UMMEED SHIKSHAN SAMITI,ummeedshikshansamity@gmail.com,"
												44 MIG INDRA COMPLEX, VIDISHAVIDISHA, VIDISHA - 464001   
											", 9098719899 ,"
												Disha,Vikaas																																			",REKHA MOTWANI
220, Madhya Pradesh ,Sagar											,Jan Jagran Educational And Health Wealfare Society Sagar,mjkps2@gmail.com,"
												110, banda roadmakroniya, sagar - 470002   
											", 9300071924 ,"
												Disha																																			",satyam singh
"
																								",,,,,,,,
 Page 22 of 55 ( 542 records ) ,,,,,,,,
221, Madhya Pradesh ,Jabalpur											,MOULANA AZAD EDUCATION FOUNDATION,recordrk6@gmail.com,"
												12, HOUSING BORD MAHARAJPUR JABALPURADHARTAL, JABALPUR - 482004   
											", 9425471236 ,"
												Vikaas,Gharaunda,Disha																																			",ARTI RAIKWAR
222, Madhya Pradesh ,Jabalpur											,Viklang Seva Bharti,vsbmp123@rediffmail.com,"
												SARAI NO 1 POLICE LINE, OPPOSITE HIGH COURTADJACENT TO BSNL OFFICE, Jabalpur - 482001   
											", 9425152222 ,"
																																															",MITALI BANERJI
223, Madhya Pradesh ,Betul											,Maa Savasan Mahila Mandal,maa.betul@rediffmail.com,"
												145, Victor PhotoNear Kale Ki Chakki, Betul - 460001   
											", 7869706872 ,"
												Gharaunda,Vikaas																																			",Pratibha Uikey
224, Madhya Pradesh ,Bhopal											,Digdarshika Institute Of Rehabilitation  Research,dirr89@rediffmail.com,"
												10, Rohit Nagar Phase-1,, Rohit Grih  Nirman Samiti,Bawadiya Kalan,, Bhopal - 462039   
											", 9425301177 ,"
												Vikaas,Disha												 												Niramaya											",Usha Upadhayaya
225, Madhya Pradesh ,Chhindwara											,Ashakiran Punarvas Kendra Run By Sanjeevani Service Society Narsinghpur,sssnbpl@gmail.com,"
												Shantigiri Ashram, Near Bhamodi PanchayathIklehra Post, Parasia, Parasia - 480449   
											", 7024178833 ,"
																																															",Thomas Varghese
226, Maharashtra ,Solapur											,Jivhala Society For The Mentally Handicapped,jivhalasociety@gmail.com,"
												9, Jivhala Society for the Mentally Handicapped,Vasant vihar,  Old  Pune Naka, Solapur ( Maharastra ) - 413001   
											", 9422457324 ,"
												Samarth												 												Niramaya											",Mr. Annarao Bhimashankar Rajmane
227, Maharashtra ,Jalgaon											,Utkarsh Matimand Vidyalay Jalgaon Unit Of Institute For Rural Development  Social Services Jalgaon,irdss_jal@rediffmail.com,"
												28/29, Jivram Nagar,, Near Khote Nagar,Nr. N.H. - 6, Jalgaon - 425001   
											", 9421514907 ,"
																																															",Dr. Suresh Shamrao Patil
228, Maharashtra ,Mumbai Suburban											,SOPAN Samarpan Center of Autism,snacmah@gmail.com,"
												1st Floor, BMC School Building, Natwar NagarRoad No.5, Jogeshwari(E),, Mumbai - 400060   
											", 9702871969 ,"
												Disha,Vikaas,Badhte Kadam												 												Niramaya											",Shoba Srivastava
229, Maharashtra ,Kolhapur											,Chetana Vikas Mandir - A Unit of Chetana Apangamati Vikas Sanstha,chetanavikas@gmail.com,"
												Kushtadham,, Shenda ParkNear Govt.Medical College, Kolhapur - 416012   
											", 9822682028 ,"
																								 												Niramaya											",Pawan D. Khebudkar
230, Maharashtra ,Mumbai Suburban											,Punarvas Education Society,punarvasschool@gmail.com,"
												Plot No 312, S.V Road, Goregaon WestOpp Piramal Nagar, Next to Nana Nani Park, Mumbai Suburban - 400104   
											", 9833927519 ,"
																																															",Mrs.Savita Jawale
"
																								",,,,,,,,
 Page 23 of 55 ( 542 records ) ,,,,,,,,
231, Maharashtra ,Thane											,SNEHALAYA CHARITABLE TRUST,snehalaya2007@rediffmail.com,"
												22/5A, PAREIRA NAGAR CHS LTD., KHOPATBEHIND LIFELINE HOSPITAL, THANE - 400601   
											", 9869547241 ,"
																								 												Niramaya											",MRS. OLIVIA W. Dï¿½SOUZA
232, Maharashtra ,Latur											,UMANG INSTITUTE OF AUTISM AND MULTIDISABILITY RESEARCH CENTRE LATUR RUN BY SIDDHIVINAYAK PRATISTHAN,siddhi22305@gmial.com,"
												Umang Institute of Autism and Multidisability Reserach Centre, Barshi Road,Back Side of New Collector Office, Latur, LATUR - 413512   
											", 9921696056 ,"
																																															",KIRAN RAMESH UTAGE
233, Maharashtra ,Parbhani											,Mahatma Gandhi Seva Sangh,mahatmagandhisevasangh@gmail.com,"
												9, Rakhan, Jintur RoadViswa Corner, Parbhani - 431401   
											", 9158715200 ,"
																																															",Vijay Kanhekar
234, Maharashtra ,Washim											,ADHAR NIWASI MATIMAND VIDYALAYA  RUN BY JAGRUTI SHETKARI BAHUDDESHIYA MITRAMAND KAWATHA,JAGRUTIKWATHA@GMAIL.COM,"
												AT. POST. KAWATHA, TQ. RISOD, RISOD - 444506   
											", 9028735560 ,"
																																															",GEETA KISHOR PAYGHAN
235, Maharashtra ,Pune											,Saad - Support All Abled Differently,saad.pathpune@gmail.com,"
												Flat No 14, Pooja Apartment,, Pandurang ColonyErandawane , Pune, Pune - 411038   
											", 9822028015 ,"
																								 												Niramaya											",Sunita Lele
236, Maharashtra ,Dhule											,Kai. Bapuso N Z Marathe Vidhayak Sanstha Thalner Sanchalit Matimand Mula Mulinche Balgruh Shirpur,nzmarathevidhayaksanstha@gmail.com,"
												Sarve No. 21/1,22/1,, Shirpur Chopda Road,Near Water Park,, shirpur - 425405   
											", 9921590146 ,"
																																															",Mr. Ramesh Nimba Marathe
237, Maharashtra ,Amravati											,PRAYAS VISHESH SHALA RUN BY MANOVIKAS SPECIAL  CHILDREN EDUCATION SOCIETY AMRAVATI,umedamt@yahoo.com,"
												PRAYAS VISHESH SHALA, KRANTI COLONY ROAD,SATURNA MIDCNEAR DILHI PUBLIC SCHOOL, AMRAVATI - 444607   
											", 9823688493 ,"
																								 												Niramaya											",MR.VINAYAK KOLBAJI KADU
238, Maharashtra ,Satara											,Smt.P.C. Alwani School for M.R. Children   A Unit Of Rivka Sahil Akshar Institute,rsakshar09@gmail.com,"
												401, Ganpati AliNear Telephone Office, Wai - 412803   
											", 9763878738 ,"
												Vikaas																																			",Dr. Avinash Tapare
239, Maharashtra ,Satara											,Param Prasad Charitable Society,ashagram@hotmail.com,"
												217//2B, Asha BhavanKodoli, Rahimatpur Road, Satara - 415004   
											", 9421413314 ,"
																								 												Niramaya											",Fr.T.C.Thomas
240, Maharashtra ,Thane											,MBA FOUNDATION,lifecare.disabled@gmail.com,"
												Gods Abode, Plot No-23 A, Sector -17, AiroliNear Abhudaya Bank, Navi Mumbai - 400708   
											", 9594100387 ,"
																								 												Niramaya											",Meenakshi B
"
																								",,,,,,,,
 Page 24 of 55 ( 542 records ) ,,,,,,,,
241, Maharashtra ,Thane											,"SWAMI BRAHMANAND PRATISHTHAN, CENTRE FOR SPECIAL CHILDREN",shirishv12@gmail.com,"
												NAV-SHANTI, PLOT NO. 7, SECTOR 8A, DISHA SCHOOL MARG, ARTIST VILLAGENEAR KAIRALI HALL , CBD BELAPUR, NAVI MUMBAI - 400614   
											", 9820670733 ,"
																																															",MRS. SHIRISH VIJAY POOJARY
242, Maharashtra ,Mumbai City											,JAI VAKEEL FOUNDATION  RESEARCH CENTRE.,snacmaharashtra@gmail.com,"
												Sewri Hill, Abhyudaya Nagar CHS, Kalachaowki, Sewri RoadNear Milan Industrial Estate, Sewri - 400033   
											", 9321330311 ,"
												Badhte Kadam																																			",Ms. Archana Chandra
243, Maharashtra ,Mumbai City											,CEREBRAL PALSY ASSOCIATION OF INDIA,hhw.multiplehandicapped@gmail.com,"
												Windsor BMC Library Building, Windsor Lane, CST Road, Kalina, Santacruz (East),Opposite  JP Morgan, Mumbai - 400098   
											", 9029882662 ,"
																																															",MANJUSHA SINGH
244, Maharashtra ,Nagpur											,RASHTRAMATA BAHU UDDESHIYA SHIKSHAN MANDALs Running Special Schools For Person With Disability,ank2you@gmail.com,"
												S-1 KRISHNA REGENCY, SAMPRITI NAGARNEAR POWER GRID, NAGPUR - 440026   
											", 7385114111 ,"
																																															",SANKET RAJ KASPE
245, Maharashtra ,Raigad											,Sumangal School For Mentally Challenged Children Run By Suhit Jeevan Trust,suhitjeevantrust@gmail.com,"
												Suhit Jeevan Trust, Damodar Nagar,, Chinchpada, PenDr. Mahajans Hospital, Pen - 402107   
											", 9892191918 ,"
																																															",Dr. Surekha Patil
246, Maharashtra ,Kolhapur											,Lt. GANPATRAO GATADE SPECIAL SCHOOL RUN BY KAGAL TALUKA KALA KRIDA SHAIKSHANIK  SANSKRUTIK MANDAL,atulramchandrajoshi@gmail.com,"
												153, KOSHTI GALLISHRADDHA NIVAS, A WARD, KAGAL - 416216   
											", 9822009596 ,"
																																															",ATUL RAMCHANDRA JOSH
247, Maharashtra ,Mumbai Suburban											,Organization For Autistic Individuals,itsoai2012@gmail.com,"
												FLAT NO A 805 BY 806 MEGHDOOT BLDG, Lokhandwala Back RoadOpposite Jogging Track, Andheri West Mumbai - 400053   
											", 9820180198 ,"
																																															",Devopam Narendra Bajpai
248, Maharashtra ,Ahmednagar											,Matimand Vikas Shikshan Mandal,matishala@rediffmail.com,"
												wadia park, Tilak RoadAhmednagar, Ahmednagar - 414001   
											", 9850901709 ,"
																																															",Dr.Ravindra Ramchandra Satalkar
249, Maharashtra ,Aurangabad											,Vihang Vishesh Mulanchi Shala Run By Savitribai Phule Mahila Ekatma Samaj Mandal,vihang611@gmail.com,"
												Gat No-44, Uma Gopal NagarNear Kamal Nayan Bajaj Hospital, Beed Bypass, Aurangabd - 431010   
											", 9921750424 ,"
																																															",Dr. Vitthal M. Kulkarni
250, Maharashtra ,Mumbai Suburban											,Holistic Child Care Centre and Special School Run by M.B. Barvalia Foundation,spandan.office@gmail.com,"
												Spandan Holistic mother and childcare hospital,, Near Deonar Fire Brigade, Municipal colonyNear Sai Baba Temple, Deonar,Govandi, Mumbai - 400043   
											", 9324404197 ,"
												Disha,Disha,Gharaunda,Gharaunda,Gharaunda,Disha,Disha																																			",Dr Praful Barvalia
"
																								",,,,,,,,
 Page 25 of 55 ( 542 records ) ,,,,,,,,
251, Maharashtra ,Pune											,Kamayani Prashikshan And Sanshodhan Society KAMAYANI SCHOOL FOR THE MENTALLY HANDICAPPED PUNE,kamayaniudyogkendrapune16@gmail.com,"
												270 / B Gokhalenagar Pune, Balshatri Jambhekar RoadNear Patrakar Nagar Society Opp Baramati Hostel, Pune - 411016   
											", 2025651588 ,"
																																															",Dr Ashutosh Bhupatkar
252, Maharashtra ,Thane											,Association of Parents of Mentally Retarded Children,vishwasgore1960@hotmail.com,"
												5A/14, Pareira Nagar, Khopat, Agra RoadBehind Central Bus Stand, Thane, Thane - 400601   
											", 9821054369 ,"
																																															",Mr. Vishwas M. Gore
253, Maharashtra ,Osmanabad											,"TULJAI PRATISHTHAN BAHUUDDESHIYA SANSTA PANGAON, SANCHALIT SWAADHAR MATIMAND MULINCHE BALGRUH ,OSMAN",chavansn5@gmail.com,"
												TULJAI PRATISHTHAN, SWADHAR HOME FOR MENTALLY CHALLENGED GIRLSAIR PORT ROAD NEAR GAPAT FARM ALANI TQ DIST OSMANABAD, OSMANABAD - 413501   
											", 9423767524 ,"
																																															",SHAHAJI NARAYAN CHAVAN
254, Maharashtra ,Nagpur											,Jeevoday Special School For Mentally Retarded A Unit Of Jeevoday Education Society,jeevodaynagpur@ymail.com,"
												25/B, Residancy roadSFS school, Nagpur - 440001   
											", 9890279110 ,"
																								 												Niramaya											",Sr Josna Mary
255, Maharashtra ,Dhule											,"Shri Sanskar Matimand Mulinche Balgruh (Yamunai Shaikshanik V Sanskrutik Mahila Mandal,Dhule)",yamunaidhule@gmail.com,"
												Gat No 9, Sakri RoadBalaji Nagar,  Morane Pra La,, Dhule - 424001   
											", 8698608777 ,"
																																															",Mangalabai Sunil Wagh
256, Maharashtra ,Satara											,Ehsaas Matimand Mulanche Balgruh run by Chandrakant Bhanji Chande Memorial Trust,ehsaasmrchild@rediffmail.com,"
												At/P Valse Tal/dist Satara, NH4 Mega HighwayNear Ajinkyatara Sugar Factory, Shendre, Satara - 415519   
											", 9823773901 ,"
																								 												Niramaya											",Siddharth Arvind Thakkar
257, Maharashtra ,Pune											,UMED PARIWAR,info@umedpariwar.org,"
												GAT NO. 949, HADAPSAR SASWAD ROADKANIFNATH PAYTHA, WADKI, WADKI VILLAGE - 412308   
											", 9890092958 ,"
																																															",PURUSHOTTAM GOPILAL SHARMA
258, Maharashtra ,Mumbai Suburban											,Parivaar Sahyadri  the Apex Council of Parents of Persons with Intellectual and developmental Disabilities,parivaarsahyadri@gmail.com,"
												A 301 SHIVASHISH, S V ROAD   ANDHERI WESTOPP SHOPPERS STOP, MUMBAI - 400058   
											", 9920447481 ,"
																								 												Niramaya											",Prakash Bhalgat
259, Maharashtra ,Nashik											,"National Association for the Blind, Unit Maharashtra",nabdeafblind.86@rediffmail.com,"
												National Association for the Blind, Unit Maharashtra, NAB Sankul, Plot No. P-66,Lane No.3, Street A, MIDC, Satpur, Nashik - 422007   
											", 8975725562 ,"
																								 												Niramaya											",MR. Rameshwar Kalantri
260, Maharashtra ,Ratnagiri											,Aavishkar Society For Dev Of Mentally Handicaped Children,aavishkar.ratnagiri@gmail.com,"
												E-95, M.I.D.C.Mirjole, Ratnagiri - 415639   
											", 9422430893 ,"
																																															",Shri. Bipin Rasikalal Shaha
"
																								",,,,,,,,
 Page 26 of 55 ( 542 records ) ,,,,,,,,
261, Maharashtra ,Latur											,Sanvedana Cerebral Palsy Vikasan Kendra Run by RSS Janakalyan Samiti,sanvedana.cpvkl@gmail.com,"
												Sanvedana Cerebral Palsy Vikasan Kendra, Lakshmi Nagar, Barad VastiHarangul BK TQ.DIST Latur, Latur - 413531   
											", 9422072517 ,"
												Gharaunda												 												Niramaya											",Mr Suresh Manoharrao Patil
262, Maharashtra ,Thane											,ASTITVA MATIMAND MULANCHI SHALA RUN BY ASTITVA PRAHLADRAI KAGAZI INSTITUTE FOR HANIDCAPPED,astitvatrust81@gmail.com,"
												PLOT NO8  PHASE 1, MIDCNEAR LIC OFFICE, DOMBIVLI - 421203   
											", 9820043631 ,"
																																															",RADHIKA MILIND GUPTE
263, Maharashtra ,Latur											,SHRI GAJANAN BAHUDDESHIY SANSTHA BORI SANCHALIT . SANT GADGEBABA ANATH MATIMAND MULANCHE BALGRUHA,sgbammblatur@gmail.com,"
												SANT GADGEBABA ANATH MATIMAND MULANCHE BALGRUHA, LATUR, IN FRONT OF AVISHKAR SOCIETY, BABHALGAON ROADNEAR KAZI PETROL PUMP, LATUR - 413512   
											", 9422342731 ,"
																																															",SHILA ANNASAHEB KADAM
264, Maharashtra ,Ahmednagar											,Matimand Mulanche Balgruha Run By Navoday Gramin Nagari Vikas Prati. And Sancrutik Mandal Pathardi,navodaypathardi@gmail.com,"
												Survey No. 104/3 and 104/4, Mohari RoadNear Stone Crusher, Pathardi - 414102   
											", 9850652929 ,"
																																															",Smt. Anita Ashok Nirhali
265, Manipur ,Imphal West											,HANDICAPPED DEVELOPMENT FOUNDATION,hdfoundationmanipur@gmail.com,"
												57, Sagolband Tera Pukhri MapalImphal West, Imphal - 795001   
											", 9612157246 ,"
												Disha												 												Niramaya											",Dr. Sapam Jasowanta Singh
266, Manipur ,Imphal West											,RELIEF CENTRE FOR THE WELFARE OF DIFFERENTLY ABLED PERSONS MANIPUR,reliefcentremanipur@gmail.com,"
												32, Singjamei Chingamathak PishumNear  Hao Ground, IMPHAL - 795008   
											", 9862275037 ,"
												Badhte Kadam																																			",CH LOKESHORI DEVI
267, Manipur ,Churachandpur											,The Malsawm Initiative Run By Centre For Community Initiative,pauzagin@communityinitiative.in,"
												Nehru Marg, Central LamkaOpp Chingkangpa Avenue, Churachandpur - 795128   
											", 9612153082 ,"
												Disha																																			",Mr Pauzagin Tonsing
268, Manipur ,Imphal East											,Bliss Island School run by People Advanced In Social Services (PASS),pass.imp@rediffmail.com,"
												2nd street, Phaikhothang Village, Near Khuga Dam,Saikot Sub Division, Churachandpur, Churachandpur - 795006   
											", 9862133392 ,"
												Badhte Kadam,Samarth,Disha,Gharaunda												 												Niramaya											",Henthianlun
269, Meghalaya ,East Khasi Hills											,Bethany Society,bethanyngo1981@gmail.com,"
												BETHANY SOCIETY, LADY VERONICA LANE LAITUMKHRAHOPPOSITE BANSARA EYE CARE, SHILLONG - 793003   
											", 9436119808 ,"
												Disha												 												Niramaya											",Carmo Noronha
270, Odisha ,Khordha											,DR. BRAJA VIHARI MOHANTY MEMORIAL MENTALLY RETARDED BENEFIT TRUST,jagrutibbsr@gmail.com,"
												Plot No 430 part, , Santinagar, Jharapara,Near Ganesh Mandir, Orissa - 751006   
											", 9437075921 ,"
												Gharaunda																																			",Baikuntha Bihari Mohanty
"
																								",,,,,,,,
 Page 27 of 55 ( 542 records ) ,,,,,,,,
271, Odisha ,Puri											,PINGALAKHI PUBLIC WELFARE ORGANISATION,pingalakhi@gmail.com,"
												AT-JAYASHREE SQUARE, PO-NIMAPARANEAR BANK OF INDIA, NIMAPARA - 752106   
											", 9438090331 ,"
																								 												Niramaya											",RAJKISHOR SABUT
272, Odisha ,Puri											,NILACHAL SEVA PRATISTHAN,nspodisha@gmail.com,"
												Benagaon, Dayavihar, KanasBesides River Daya, KANAS - 752017   
											", 9438018582 ,"
												Gharaunda,Samarth																																			",SUBAS CHANDRA GAJENDRA
273, Odisha ,Dhenkanal											,PARTICIPATORY AND RECONSTRUCTION INSTITUTE ACTION,priajaj@gmail.com,"
												AT/PO-LAULAI,VIA-GONDIA, Laulai  GONDIANEAR TANK, Dhenkanal - 759016   
											", 9937300982 ,"
																								 												Niramaya											",TANKADHAR BARIK
274, Odisha ,Bhadrak											,Centre For Rehabilitation Services  Research CRSR,crsrodisha@gmail.com,"
												PRASANTI BHAWAN, Dahanigadia, Po: CharampaBack side of Old Dalda Factory, Bhadrak - 756101   
											", 9692165555 ,"
												Samarth,Gharaunda,Vikaas,Sahyogi,Badhte Kadam																																			",Er. Bhagaban Parida
275, Odisha ,Kandhamal											,National Institute For Peoples Development Investigation And Training,nipdit28@gmail.com,"
												NIPDIT, Lengar Sahi, College Road, PhulbaniNear Govt, Autonomous College, Phulbani, Phulbani - 762001   
											", 9437112246 ,"
																																															",Rama Chandra Dash
276, Odisha ,Mayurbhanj											,RURAL ORGANISATION FOR SOCIAL ELEVATION,roseorg2009@gmail.com,"
												RAGHUNATHPUR, RAGHUNATHPURNEAR DARGADHEI GOLEI, BARIPADA - 757107   
											", 9437218266 ,"
												Samarth																																			",CHANDAN DAS
277, Odisha ,Kendujhar											,SADBHABANA,sadbhabanakeonjhar@gmail.com,"
												Naranpur, NaranpurPrayas Special school,Near  Weekly Hata Field,Naranpur, kendujhar - 758014   
											", 9337646108 ,"
												Gharaunda																																			",CHANDI PRASAD PATTANAIK
278, Odisha ,Khordha											,Centre For Autism Therapy Counselling And Help (CATCH),catch2003@gmail.com,"
												plot no.-26, 26, Madhusudan NagarUnit-4, Bhubaneshwar, Khorda - 751001   
											", 9937004040 ,"
																																															",Reeta Jena
279, Odisha ,Mayurbhanj											,MANOVIKAS SOCIETY FOR DIFFERENTLY ABLED CHILDREN,manovikas_baripada@yahoo.com,"
												03, BETNARAJABADI, RAIKADJHARAN,TAKATPUR, BARIPADA - 757003   
											", 8917535964 ,"
																																															",SR TESINA
280, Odisha ,Angul											,SHIVANGINEE INSTITUTE OF CHILD DEVELOPMENT,sicdodisha@gmail.com,"
												11, LUCKY TYPE CHHAKA, HAKIMPADANEAR GOVT. COLLEGE, ANGUL - 759143   
											", 8249506323 ,"
																																															",SUJATA CHAULIA
"
																								",,,,,,,,
 Page 28 of 55 ( 542 records ) ,,,,,,,,
281, Odisha ,Khordha											,"Institute of Health Sciences, a unit of Margdarsi",snacodisha@gmail.com,"
												N2/41, IRC VILLAGEIRC Village,Nayapalli, Bhubneshwar, Bhubaneswar - 751015   
											", 9437005096 ,"
												Badhte Kadam,Vikaas,Samarth																																			",Satyanarayan Mahapatra
